Description,Item,Unit,Cost
MAQ K-10 CORTA CERAMICO 42 CM,451404426,PZ,3440.25
PITON HO PUL ESCUAD  24 -  70 x  50,424591461,PZ,3449.07
HORM ALLEMANDI DUAL BOLSA    x25 KG,451305524,PZ,3462.75
SOPORTE ANGULO P/RIEL T/AMER CORTO,450400670,PZ,3464.06
MECHA EZETA COLA CONICA 15.25 MM,450813503,PZ,3464.18
RIEL RTO-TOPE PLAST 2 TIRAJES x  10,450400703,PZ,3493.6
ALAM PUAS 16-101 x  50 MT,450909267,PZ,3519.83
MECHA MAX PLANA P/MAD    7/16,424572708,PZ,3546.4
BISAGRA 5005 PULIDA IMP  51 MM,451301277,PZ,3549.46
MECHA EZETA CILIND TITANIO  5.00 MM,424592237,PZ,3556.11
MECHA EZETA CILINDRICA A/R 10.50 MM,450818886,PZ,3561
PITON P/MAD SOLDADO  20 -  50 x 50,424500488,PZ,3586
BISAGRA REVERSIBLE BCEADA  2x 3x2.0,451301141,PZ,3587.24
DISCO XPERT   C/D 230x6.4x22.2 O/A,451305395,PZ,3610.19
CUCHARA ROBLE P/ALBAÃ‘IL N. 7 MOCHA,451301878,PZ,3626.64
PINTURA MATRA AEROSOL TABACO,451305462,PZ,3634.32
ALAM PUAS 16-101 x 100 MT MINI BAGUAL,451305223,PZ,3703.387606139
HORM ALLEMANDI MIREX BOLSA 24x250GR,451305348,PZ,3706.52
MECHA EZETA CILINDRICA A/R 11.75 MM,450905731,PZ,3710.85
CABLE ACERO  5.0 MM 6 x  7+1,450804141,PZ,3712.4
PALA GHERARDI FORJ 1/2 L ANGOST C/C,450811494,PZ,3737.5
GUARDACABO GALV   1/4,424572709,PZ,3810
TORNILLO TIRAFONDO GALV 3/8 x4,451305337,PZ,3816.15
DISCO XPERT   MAQ SENS 300x3x25 O/A,451305396,PZ,3822.8
MECHA NEIKE WIDIA CORTA 14 MM,424591335,CJ,3888.66
GRIFERIA VENUS LAVAT SIMPLE BLANCO,424596625,PZ,3900
GRIFERIA VENUS DUCHA S/TRANS BLANCO,424596626,PZ,3900
GRIFERIA VENUS DUCHA C/TRANS CROMO,424596627,PZ,3900
CLAVO CAJ PULIDO FRACC  10- 25,451301336,PZ,3910.15
MECHA EZETA CILIND TITANIO  1.25 MM,424589573,PZ,3920
MECHA EZETA CILINDRICA A/R 20.00 MM,424589574,PZ,3920
MECHA EZETA CILIND TITANIO  1.00 MM,424589575,PZ,3920
MECHA EZETA CILIND TITANIO 11.00 MM,424573982,CJ,3940.37
AZADA FERCAS CARPIR N.00 100 MM,450819858,PZ,4000
GANCHO P/ARMARIO BCE 50 MM x 100,424500489,PZ,4005
CABO P/MARTILLO LABRADO 0.25 MT,450400666,PZ,4014.77
CEMENTO SIN TOLUENO x    1/8 LT,451305485,PZ,4032.56
CORREA SECCION A N.56,450905343,PZ,4040.8
RIEL DOBLE NEGRO  1.00 MT,451305197,PZ,4075
CEMENTO 101 DE CONTACTO x    1/4 LT,451305557,PZ,4090.32
CUCHARA ROBLE P/ALBAÃ‘IL N. 9,424572303,PZ,4116.51
TORNILLO TIRAFONDO GALV 3/8 x4 1/2,451305338,PZ,4190.07
ESCARDILLO PALA Y 2 PUAS 78 MM,450819192,PZ,4193.210864015
CHAIRA BIASSONI RAYADA  8 - 203 MM,424593564,PZ,4200
CINTA TEJ P/SILLON AMARILLO  x 100 MT,451305489,PZ,4277.47
MECHA EZETA COLA CONICA 49.00 MM,451300588,PZ,4322.4
CEMENTO SOPLETEABLE INCOL x 200 LT,451305490,PZ,4357.84
CLAVO P/PARIS FRACC  6,450815344,PZ,4379.76
BISAGRA T/1842 32 MM,451301276,PZ,4403.36
PITON C/TOPE CERRADO BCE 19-50 x100,450801937,PZ,4443.91
CLAVO C/CHATA 10-20,450818673,PZ,4485
CEMENTO 101 DE CONTACTO x 10     LT,451305561,PZ,4495.59
PINTURA MATRA AEROSOL PLATA,424504106,PZ,4500
MECHA EZETA CILINDRICA A/R  1.75 MM,451305677,PZ,4524.3
COLA A-10 SINTETICA x  1       KG,451305562,PZ,4530.93
MACHO URANGA A/RAPIDO NC  1/4  x 20,451305623,PZ,4545.37
MACHO URANGA A/RAPIDO NC    10 x 24,451305624,PZ,4545.37
CEMENTO 101 DE CONTACTO x  1     LT,451305559,PZ,4622.7
INSEC ALLEMANDI LIQ 12 x 1000 CM3,451305508,PZ,4629.73
COLA P-60 P/PISOS DE MAD x  5 KG,451305510,PZ,4629.73
MACHO URANGA A/RAPIDO NC     8 x 32,451305625,PZ,4629.73
MACHO URANGA A/RAPIDO NC     6 x 32,451305626,PZ,4629.73
COLA P-60 P/PISOS DE MAD x  1 KG,451305491,PZ,4642.65
TENDEDERO EXTENS 7 V 100 CM,450409266,PZ,4652.835167613
CEMENTO 101 DE CONTACTO x  4     LT,451305560,PZ,4657.47
MECHA EZETA WIDIA CORTA 10 MM,424590527,PZ,4669.06
CLAVO ESCUADRA PUL 19 -  50 x 100,422002167,PZ,4693.26
PASADOR PUERTA MADERA 22x180 CINC,450409174,PZ,4724.76299544
PASADOR PUERTA MADERA 22x180 BCEADO,450409186,PZ,4724.76299544
CLAVO C/CHATA  9-25,450816133,PZ,4746.77
CABO P/HACHITA 0.35 MT  VIZCAINA,424589682,PZ,4748.660199444
MAQ ZONTA PERF RTO-PRENSA,424592790,PZ,4770.14
BISAGRA REVERSIBLE PULIDA  2x 5x2.0,450815963,PZ,4789.83
MECHA EZETA CILINDRICA A/R  0.30 MM,451305680,PZ,4803.3
CLAVO CAJ PULIDO 14- 50 x 30 KG,424500572,PZ,4850
CAÃ‘O CONDUIT GALV   3/4 x 6.40 MT,422502241,PZ,4870
CEMENTO SIN TOLUENO x  50    CC,451305484,PZ,4883.57
MECHA EZETA CILINDRICA A/R  1.00 MM,451305678,PZ,4942.8
BRASERO FUNDICION 3 PATAS N.12,450806328,PZ,4956.68
PASADOR PUERTA MADERA 22x200 CINC,450409176,PZ,4959.538120634
MACETA MADERA N.2,450409178,PZ,4959.538120634
PINCEL CERDA P/MECANICO N.2,450409181,PZ,4959.538120634
BARRENO BIASSONI    5/8,450409187,PZ,4959.538120634
CLAVO ALBAÃ‘IL P/MARCO C/CORREDERA,424500994,PZ,5000
MECHA EZETA WIDIA LARGA 400 16 MM,424590541,PZ,5027.7
PINCEL CERDA P/MECANICO N.4,450409183,PZ,5060.106660523
CORTINA P/BAÃ‘O COMPLETA VIOLETA,450819397,PZ,5138
GANCHO J P/GALPON      1/4 x  80 MM,451300314,PZ,5140.18
BROCA MANUAL UR12 1/2,450901124,CJ,5154.24
MECHA EZETA WIDIA CORTA  3 MM,424591773,CJ,5210.34
MECHA EZETA CILINDRICA A/R  0.25 MM,450816528,PZ,5293.918506718
MAQ ZONTA RTO-GONIOMETRO,424588431,PZ,5316.278711228
PITON HO PUL ESCUAD  25 -  80 x  50,424574520,PZ,5348.42
ARGOLLA NIQUELADA 22 MM,450819474,PZ,5349.8
BISAGRA REVERSIBLE BCEADA 80x20x1.2,451301102,PZ,5373.78
CHAIRA BIASSONI RAYADA 10 - 254 MM,424502015,PZ,5385.94
PASADOR PUERTA MADERA 22x200 BCEADO,450409184,PZ,5428.397178307
ESPATULA S JUANA ENDUIR 180 MM,45091152,PZ,5450
MACHO TAP A/LAMINADO BSP 1/8 x 28,424592460,PZ,5493.28
MACHO URANGA A/ALEADO NC  3/8  x 16,424593813,PZ,5512
MECHA EZETA CILINDRICA A/R  0.35 MM,451305679,PZ,5557.5
PITON C/TOPE ESCUAD  BCE 21-70 x 50,424596189,PZ,5649.6
PITON C/TOPE ESCUAD  BCE 21-60 x 50,424596190,PZ,5649.6
PITON S/TOPE CERRADO BCE 14-20 x200,424596191,PZ,5649.6
PITON S/TOPE ABIERTO BCE 20-60 x 50,424596192,PZ,5649.6
PITON S/TOPE ABIERTO BCE 19-50 x 50,424596193,PZ,5649.6
PITON S/TOPE ABIERTO BCE 18-40 x100,424596194,PZ,5649.6
PITON S/TOPE ABIERTO BCE 17-35 x100,424596195,PZ,5649.6
PITON S/TOPE ABIERTO BCE 16-30 x200,424596196,PZ,5649.6
PITON S/TOPE ABIERTO BCE 15-25 x200,424596197,PZ,5649.6
PITON C/TOPE ESCUAD  BCE 23-80 x 25,424596198,PZ,5649.6
MECHA EZETA CILIND TITANIO  8.25 MM,424573983,CJ,5671.16
PERCHA PLAST AUTOADHESIVA GRANDE,424589683,PZ,5689.74
MECHA EZETA WIDIA LARGA 200  6 MM,424573408,PZ,5724.36
FRATACHO PINO 12 x 50 CM,450409152,PZ,5730.102797976
TEJ ROMBO MAGER 150x76x16x10 ML,450409269,PZ,5784.144867308
MACHO URANGA A/ALEADO BSPT 3/8 x 19,424594576,PZ,5816.8
BISAGRA 5005 PULIDA IMP  88 MM,450816220,PZ,5858.91
MACETA MADERA N.3,450409179,PZ,5864.194184494
PINCEL CERDA P/MECANICO N.3,450409182,PZ,5864.194184494
MACHO URANGA A/ALEADO BSPT 5/8 x 14,424594577,PZ,5869.6
CLAVO ESCUADRA PUL 18 -  40 x 100,422002125,PZ,5984.84
MECHA EZETA WIDIA LARGA 400 18 MM,424596202,CJ,6025.85
MACHO URANGA A/ALEADO NC    10 x 24,424593808,PZ,6038.33
MECHA EZETA COLA CONICA 47.75 MM,450817485,PZ,6040.57
HORM ALLEMANDI MIREX BOLSA 20x1  KG,451305350,PZ,6063.28
HORM ALLEMANDI MIREX BOLSA  4x5  KG,451305351,PZ,6063.28
CLAVO CAJ PULIDO 15- 50 x 30 KG,451300637,PZ,6137.9
CLAVO ESCUADRA PUL 16 -  40,422002187,PZ,6155.29
CINTA TEJ P/SILLON ROJO      x 100 MT,451305533,PZ,6172.15
CANILLA DUKE PVC ESF P/TAMBOR   1/2,450409168,PZ,6233.060696207
CANILLA DUKE PVC ESF P/TAMBOR   3/4,450409169,PZ,6233.060696207
PINTURA MATRA AEROSOL COBRE,451305466,PZ,6251
MECHA EZETA CILIND TITANIO  6.75 MM,424573984,CJ,6302.31
BISAGRA MOSQUERA HO EMPAVONADO,451301562,PZ,6309.9
HORM ALLEMANDI MIREX TARRO 24x200GR,451305352,PZ,6327
HORM ALLEMANDI LIQ  24 x  60 CM3,451305353,PZ,6327
TENDEDERO EXTENS 7 V  80 CM,450409264,PZ,6481.492600991
PITON HO PUL ESCUAD  24 -  80 x  50,424599810,PZ,6483.5
ABRAZ GALV CAÃ‘O ELECTRICIDAD 1 1/2,450409175,PZ,6487.995608894
ALAMB GDO A/R OVAL 16/14 INVENCIBLE,450905987,PZ,6508.4449176
MACHO URANGA A/ALEADO NC     8 x 32,424593807,PZ,6527.35
GANCHO J P/GALPON      1/4 x  60 MM,451301909,PZ,6535.9875
CLAVO ESPIRALADO FRACC  2,424588157,PZ,6542.6
CLAVO ESPIRALADO FRACC  3,424588158,PZ,6559.97
MAQ K-10 CORTA CERAMICO 33 CM,451404438,PZ,6587
CANILLA DUKE PVC ESF P/TAMBOR 1,450409170,PZ,6634.758861836
CLAVO ESCUADRA PUL 22 -  80 x  50,450816447,PZ,6800
PASADOR PUERTA MADERA 22x150 BCEADO,450409171,PZ,6835.895941615
BISAGRA REVERSIBLE PULIDA  2x 3x2.0,450818670,PZ,6925.62
MACHO URANGA A/ALEADO BSPT 1/2 x 14,424594578,PZ,6969.6
ALAMB REC NEGRO N.20 0.91 MM,424572604,PZ,6988.12
BISAGRA T 5 MODELO 522,451305226,PZ,7116.3
MACETA MADERA N.1,450409177,PZ,7152.462204634
PASADOR PUERTA MADERA 22x150 CINC,450409172,PZ,7304.870198074
ABRAZ GALV CAÃ‘O ELECTRICIDAD 2,450409173,PZ,7304.870198074
BARRETA SACACLAVOS 5/8  90 CM,451301526,PZ,7319.95
RIEL DOBLE NEGRO  3.00 MT,450819440,PZ,7333.92
PICO GHERARDI PALA-HACHA 102 MM,450802743,PZ,7473.4
MECHA EZETA CILIND TITANIO 11.50 MM,424590524,CJ,7550.4
CLAVO ACERO GALV 2.0 - 30 x 200,450815480,PZ,7592
TENDEDERO EXTENS 7 V  60 CM,450409265,PZ,7618.174779373
RIEL DOBLE NEGRO  2.50 MT,450409267,PZ,7618.174779373
RIEL DOBLE NEGRO  2.00 MT,450409268,PZ,7618.174779373
HORM ALLEMANDI LIQ  24 x 120 CM3,451305354,PZ,7718.18
HORM ALLEMANDI LIQ  12 x 250 CM3,451305355,PZ,7718.18
GANCHO CONTRA VIENTO 19 -  50 x 50,424573187,PZ,7814.3
CLAVO C/REDONDA 12-18,424577278,PZ,7822.37
ALAMBRE ESCOBERO N.20 0.91 MM,451305221,PZ,7836
MECHA EZETA CILINDRICA A/R  6.75 MM,451305682,PZ,7847.04
GANCHO CONTRA VIENTO 22 - 110 x 25,424583218,PZ,7952.88
TORNILLO TIRAFONDO GALV 1/4 x2 3/4,451305589,PZ,8002.8
CAÃ‘O HIDROCARBURO  4 -  8  x 50 MT,451305590,PZ,8002.8
CANDADO 606 65 MM,451305591,PZ,8002.8
MECHA EZETA CILINDRICA A/R 12.25 MM,450819115,PZ,8034.1
PINCEL CERDA P/MECANICO N.1,450409180,PZ,8062.187015064
CANDADO 606 50 MM,451305588,PZ,8062.64
GRAMPA PRENSA CABLE GALV   1/8,450409185,PZ,8108.957722046
CORREA SECCION A N.51,424502295,PZ,8204.63
MECHA EZETA CILINDRICA A/R  0.60 MM,451305219,PZ,8233.447562395
GRASERA MANO PICO HIDRAULICO   1 KG,451305228,PZ,8308.8
CLAVO ESPIRALADO 7      x 15 KG,424589326,PZ,8341.07
MECHA EZETA CILINDRICA A/R 15.00 MM,450815565,PZ,8341.44
GRASERA BALDE C/ALIMENTADOR 10 KG,451305230,PZ,8370.9
CINTA TEJ P/SILLON VERDE     x 100 MT,451305534,PZ,8377.1
ROLDANA CHAPA GALV 32 MM,450816433,PZ,8379.831591762
RIEL DOBLE NEGRO  0.50 MT,450409271,PZ,8407.929146487
MECHA EZETA CILINDRICA A/R  0.90 MM,450906027,PZ,8465.9
GANCHO J P/GALPON      1/4 x  70 MM,451301054,PZ,8470.08
CARCIMA 1018 PALITA ANCHA,450816281,PZ,8559.208725077
MACHO URANGA A/ALEADO NC    12 x 24,424593809,PZ,8628.2
CLAVO ESCUADRA PUL 23 -  60,450816450,PZ,8695.96
CADENA NUDO N. 8,450814401,PZ,8722.52
CABLE CORDON  1.5 MM 1 x  7 BOYERO,451305225,PZ,8829.9
GRASERA BALDE C/ALIMENTADOR  5 KG,451305231,PZ,8829.9
CLAVO ACERO GALV 1.7 - 25 x 400,414010145,PZ,8864.58
GANCHO J P/GALPON COMP 1/4 x  60 MM,450805799,PZ,8866.11
BISAGRA T 4 MODELO 521,451305227,PZ,8910
GRASERA MANO PICO HIDRAULICO 1/2 KG,451305229,PZ,8991
CLAVO ESPIRALADO 4      x 20 KG,451300483,PZ,9184.63
MECHA EZETA CILINDRICA A/R 10.75 MM,450818885,PZ,9437
AZADA FERCAS ALBAÃ‘IL C/OJO,450819441,PZ,9638.92
MECHA EZETA CILINDRICA A/R 15.50 MM,450400575,PZ,9775.71
ARCO SIERRA JUNIOR,450400583,PZ,9775.71
ARCO SIERRA EL ABUELO FIJO,450400584,PZ,9775.71
CABO P/MARTILLO LABRADO 0.30 MT,450400585,PZ,9775.71
MECHA EZETA COLA CONICA 42.50 MM,450819642,PZ,9817.9175
CLAVO ACERO ESC GALV 4.5 -110 x 50,424588486,PZ,10085.434244296
RIEL RTO-CORRED PLAST         x 100,450409274,PZ,10091.66396726
MECHA EZETA CILINDRICA A/R  7.50 MM,450819683,PZ,10096.62
BISAGRA 5005 PULIDA IMP  63 MM,450816310,PZ,10414.63
MACHO URANGA A/RAPIDO NC    12 x 24,451305503,PZ,10474.7
CAÃ‘O RIEGO GREEN   3/4 x 25 MT,451305622,PZ,10474.7
MACHO URANGA A/RAPIDO M 12 x 1.00,451305634,PZ,10474.7
MACHO URANGA A/RAPIDO BSP  3/4 x 14,424594575,PZ,10788.8
COLA X-36 P/MADERA DURA x 22 KG,451305505,PZ,11356.07
COLA X-36 P/MADERA DURA x  6 KG,451305504,PZ,11356.87
MACHO TAP A/LAMINADO NF  9/16 x 18,424520968,PZ,11500
MECHA BIASSONI P T E  1/2   LARGA,424588625,PZ,11978.54
CHAIRA BIASSONI LISA  6 - 152 MM,424589700,PZ,12110
MECHA EZETA COLA CONICA 47.50 MM,451300366,PZ,12144.07
GANCHO CONTRA VIENTO 27 - 170 x 10,450816454,PZ,12300
AZADA FERCAS CARPIR N.1  135 MM,450409278,PZ,12306.736930261
MECHA EZETA CILINDRICA A/R  7.75 MM,450819682,PZ,12375.71
CINTA EVEL 130 STANDARD    30 MT,450816387,PZ,12377.757242155
CLAVO ESCUADRA PUL 22 - 100,450816449,PZ,12519.68
CLAVO ALBAÃ‘IL P/MARCO T/CRUZ,450817507,PZ,12519.68
ACEITERA PLAST A FUELLE,450409279,PZ,12798.721666101
ACEITERA PLAST PICO RIGIDO 500 CM3,450409280,PZ,12798.721666101
MECHA EZETA CILINDRICA A/R  7.25 MM,450819684,PZ,13873.15
BISAGRA T 6 MODELO 523,450906190,PZ,14000
CINTA EVEL 150 STANDARD    50 MT,450817490,PZ,14341.141334191
MACHO TAP A/LAMINADO NF  5/8  x 18,424520925,PZ,14374.5
ESCARDILLO CORAZON Y 2 PUAS 59 MM,450818811,PZ,14500
CLAVO ESCUADRA PUL 20 -  50,450816361,PZ,15712.2
ARGOLLA NIQUELADA 20 MM,450819520,PZ,15829.6
MECHA EZETA CILINDRICA A/R  6.50 MM,451305683,PZ,16112.64
MECHA EZETA CILINDRICA A/R 17.50 MM,451301590,PZ,16471.43
MECHA EZETA CILINDRICA A/R 11.00 MM,451305684,PZ,16497.6
MECHA EZETA COLA CONICA 46.25 MM,451301516,PZ,16695.06
CADENA P/PERRO N.12 LARGO 1.40 MT,451301274,PZ,17490.3
MECHA EZETA CILINDRICA A/R 11.25 MM,450409082,PZ,17565.03
MECHA EZETA COLA CONICA 44.25 MM,450819561,PZ,17585.868800911
CLAVO ESPIRALADO FRACC  1 1/2,451408989,PZ,17616.018514714
MACHO URANGA A/ALEADO NC  9/16 x 12,424594156,PZ,17668.59
PITON HO PUL ESCUAD  22 -  50 x 100,451404400,PZ,17883.13
CINTA EVEL 205 PROFESIONAL  5 MT,450817477,PZ,18032.99
CLAVO ESCUADRA PUL 20 -  80,450810589,PZ,18200
BROCA MANUAL - MANGO BTU14 1/4,424594305,PZ,18502.59
BISAGRA 5005 PULIDA IMP  76 MM,451301367,PZ,19325.42
MACHO URANGA A/ALEADO NC  1/2  x 13,424594155,PZ,20251.43
GRAMPA COBREADA ANCHO  9 MM,450816480,PZ,20656.8
RIEL DOBLE NEGRO  1.50 MT,450816500,PZ,21905.43
MACHO URANGA A/ALEADO NC  7/16 x 14,424594154,PZ,22272.98
BISAGRA 5005 PULIDA IMP 101 MM,451301057,PZ,25183.6
CLAVO ESCUADRA PUL 20 -  40,450816360,PZ,27719.091
ARCO SIERRA EL ABUELO FIJ RTO-PERNO,450819519,PZ,27931.47
MECHA EZETA CILINDRICA A/R  7.00 MM,451305676,PZ,30466.8
CABLE CORDON  3.0 MM 1 x  7,451305216,PZ,32784.630620967
CLAVO C/CHATA 17-75,450817530,PZ,32850
MECHA EZETA COLA CONICA 48.50 MM,450806325,PZ,35839.59
AZADA FERCAS CARPIR N.2  145 MM,450819643,PZ,37127.997
CLAVO ESPIRALADO FRACC  7,424589323,PZ,37597
MACHO TAP A/LAMINADO NF  1/2  x 20,424595328,PZ,38289.9
CLAVO PUNTA PARIS 2 1/2  x 20 KG,450806302,PZ,38345.29
BRASERO FUNDICION RTO-REJA,450815610,PZ,38872.08
CLAVO PUNTA PARIS 3      x 20 KG,451301592,PZ,43639.6
CINTA EVEL 225 PROFESIONAL 25 MT,450812497,PZ,45734.41
PITON C/TOPE ESCUAD  BCE 19-50 x100,424596531,PZ,49855
BRASERO FUNDICION 3 PATAS N.11,450815618,PZ,51829.44
CLAVO PUNTA PARIS 2      x 20 KG,450817522,PZ,58240.351078716
GANCHO J P/GALPON      1/4 x  90 MM,451404444,PZ,60500
BISAGRA 5005 PULIDA IMP  38 MM,450815608,PZ,61428.5
ARANDELA FICHA BRONCEADA  7.0 MM,450819644,PZ,62931.572927467
ESPATULA S JUANA PINTOR 50 MM,450409263,PZ,68545.235852573
GRASERA BALDE C/ALIMENTADOR  3 KG,451305220,PZ,68944
MACHO URANGA A/ALEADO NF 1     x 12,424521439,KT,73552.5
PITON HO PUL ESCUAD  26 - 110 x  25,450804267,PZ,79354.11
GARRAFAS 2 KG,450819256,PZ,85721.449336252
CUCHARA ROBLE P/ALBAÃ‘IL N. 6,451301879,PZ,105000
PALA MAGER ANCHA     C/LARGO,451403892,PZ,130419.676704558
CLAVO ESCUADRA PUL 20 -  60 x 100,450816368,PZ,134442
PITON HO PUL ESCUAD  17 -  35 x 200,450812019,PZ,160895.09
GRAMPA P/CERCO  9-32 MM,451408981,PZ,203276.399074992
GRAMPA P/CERCO  8-45 MM,451408982,PZ,439603.508424183
