Item,Description,Unit,Cost
451404426,MAQ K-10 CORTA CERAMICO 42 CM,PZ,3440.25
424591461,PITON HO PUL ESCUAD  24 -  70 x  50,PZ,3449.07
451305524,HORM ALLEMANDI DUAL BOLSA    x25 KG,PZ,3462.75
450400670,SOPORTE ANGULO P/RIEL T/AMER CORTO,PZ,3464.06
450813503,MECHA EZETA COLA CONICA 15.25 MM,PZ,3464.18
450400703,RIEL RTO-TOPE PLAST 2 TIRAJES x  10,PZ,3493.6
450909267,ALAM PUAS 16-101 x  50 MT,PZ,3519.83
424572708,MECHA MAX PLANA P/MAD    7/16,PZ,3546.4
451301277,BISAGRA 5005 PULIDA IMP  51 MM,PZ,3549.46
424592237,MECHA EZETA CILIND TITANIO  5.00 MM,PZ,3556.11
450818886,MECHA EZETA CILINDRICA A/R 10.50 MM,PZ,3561
424500488,PITON P/MAD SOLDADO  20 -  50 x 50,PZ,3586
451301141,BISAGRA REVERSIBLE BCEADA  2x 3x2.0,PZ,3587.24
451305395,DISCO XPERT   C/D 230x6.4x22.2 O/A,PZ,3610.19
451301878,CUCHARA ROBLE P/ALBAÃ‘IL N. 7 MOCHA,PZ,3626.64
451305462,PINTURA MATRA AEROSOL TABACO,PZ,3634.32
451305223,ALAM PUAS 16-101 x 100 MT MINI BAGUAL,PZ,3703.387606139
451305348,HORM ALLEMANDI MIREX BOLSA 24x250GR,PZ,3706.52
450905731,MECHA EZETA CILINDRICA A/R 11.75 MM,PZ,3710.85
450804141,CABLE ACERO  5.0 MM 6 x  7+1,PZ,3712.4
450811494,PALA GHERARDI FORJ 1/2 L ANGOST C/C,PZ,3737.5
424572709,GUARDACABO GALV   1/4,PZ,3810
451305337,TORNILLO TIRAFONDO GALV 3/8 x4,PZ,3816.15
451305396,DISCO XPERT   MAQ SENS 300x3x25 O/A,PZ,3822.8
424591335,MECHA NEIKE WIDIA CORTA 14 MM,CJ,3888.66
424596625,GRIFERIA VENUS LAVAT SIMPLE BLANCO,PZ,3900
424596626,GRIFERIA VENUS DUCHA S/TRANS BLANCO,PZ,3900
424596627,GRIFERIA VENUS DUCHA C/TRANS CROMO,PZ,3900
451301336,CLAVO CAJ PULIDO FRACC  10- 25,PZ,3910.15
424589573,MECHA EZETA CILIND TITANIO  1.25 MM,PZ,3920
424589574,MECHA EZETA CILINDRICA A/R 20.00 MM,PZ,3920
424589575,MECHA EZETA CILIND TITANIO  1.00 MM,PZ,3920
424573982,MECHA EZETA CILIND TITANIO 11.00 MM,CJ,3940.37
450819858,AZADA FERCAS CARPIR N.00 100 MM,PZ,4000
424500489,GANCHO P/ARMARIO BCE 50 MM x 100,PZ,4005
450400666,CABO P/MARTILLO LABRADO 0.25 MT,PZ,4014.77
451305485,CEMENTO SIN TOLUENO x    1/8 LT,PZ,4032.56
450905343,CORREA SECCION A N.56,PZ,4040.8
451305197,RIEL DOBLE NEGRO  1.00 MT,PZ,4075
451305557,CEMENTO 101 DE CONTACTO x    1/4 LT,PZ,4090.32
424572303,CUCHARA ROBLE P/ALBAÃ‘IL N. 9,PZ,4116.51
451305338,TORNILLO TIRAFONDO GALV 3/8 x4 1/2,PZ,4190.07
450819192,ESCARDILLO PALA Y 2 PUAS 78 MM,PZ,4193.210864015
424593564,CHAIRA BIASSONI RAYADA  8 - 203 MM,PZ,4200
451305489,CINTA TEJ P/SILLON AMARILLO  x 100 MT,PZ,4277.47
451300588,MECHA EZETA COLA CONICA 49.00 MM,PZ,4322.4
451305490,CEMENTO SOPLETEABLE INCOL x 200 LT,PZ,4357.84
450815344,CLAVO P/PARIS FRACC  6,PZ,4379.76
451301276,BISAGRA T/1842 32 MM,PZ,4403.36
450801937,PITON C/TOPE CERRADO BCE 19-50 x100,PZ,4443.91
450818673,CLAVO C/CHATA 10-20,PZ,4485
451305561,CEMENTO 101 DE CONTACTO x 10     LT,PZ,4495.59
424504106,PINTURA MATRA AEROSOL PLATA,PZ,4500
451305677,MECHA EZETA CILINDRICA A/R  1.75 MM,PZ,4524.3
451305562,COLA A-10 SINTETICA x  1       KG,PZ,4530.93
451305623,MACHO URANGA A/RAPIDO NC  1/4  x 20,PZ,4545.37
451305624,MACHO URANGA A/RAPIDO NC    10 x 24,PZ,4545.37
451305559,CEMENTO 101 DE CONTACTO x  1     LT,PZ,4622.7
451305508,INSEC ALLEMANDI LIQ 12 x 1000 CM3,PZ,4629.73
451305510,COLA P-60 P/PISOS DE MAD x  5 KG,PZ,4629.73
451305625,MACHO URANGA A/RAPIDO NC     8 x 32,PZ,4629.73
451305626,MACHO URANGA A/RAPIDO NC     6 x 32,PZ,4629.73
451305491,COLA P-60 P/PISOS DE MAD x  1 KG,PZ,4642.65
450409266,TENDEDERO EXTENS 7 V 100 CM,PZ,4652.835167613
451305560,CEMENTO 101 DE CONTACTO x  4     LT,PZ,4657.47
424590527,MECHA EZETA WIDIA CORTA 10 MM,PZ,4669.06
422002167,CLAVO ESCUADRA PUL 19 -  50 x 100,PZ,4693.26
450409174,PASADOR PUERTA MADERA 22x180 CINC,PZ,4724.76299544
450409186,PASADOR PUERTA MADERA 22x180 BCEADO,PZ,4724.76299544
450816133,CLAVO C/CHATA  9-25,PZ,4746.77
424589682,CABO P/HACHITA 0.35 MT  VIZCAINA,PZ,4748.660199444
424592790,MAQ ZONTA PERF RTO-PRENSA,PZ,4770.14
450815963,BISAGRA REVERSIBLE PULIDA  2x 5x2.0,PZ,4789.83
451305680,MECHA EZETA CILINDRICA A/R  0.30 MM,PZ,4803.3
424500572,CLAVO CAJ PULIDO 14- 50 x 30 KG,PZ,4850
422502241,CAÃ‘O CONDUIT GALV   3/4 x 6.40 MT,PZ,4870
451305484,CEMENTO SIN TOLUENO x  50    CC,PZ,4883.57
451305678,MECHA EZETA CILINDRICA A/R  1.00 MM,PZ,4942.8
450806328,BRASERO FUNDICION 3 PATAS N.12,PZ,4956.68
450409176,PASADOR PUERTA MADERA 22x200 CINC,PZ,4959.538120634
450409178,MACETA MADERA N.2,PZ,4959.538120634
450409181,PINCEL CERDA P/MECANICO N.2,PZ,4959.538120634
450409187,BARRENO BIASSONI    5/8,PZ,4959.538120634
424500994,CLAVO ALBAÃ‘IL P/MARCO C/CORREDERA,PZ,5000
424590541,MECHA EZETA WIDIA LARGA 400 16 MM,PZ,5027.7
450409183,PINCEL CERDA P/MECANICO N.4,PZ,5060.106660523
450819397,CORTINA P/BAÃ‘O COMPLETA VIOLETA,PZ,5138
451300314,GANCHO J P/GALPON      1/4 x  80 MM,PZ,5140.18
450901124,BROCA MANUAL UR12 1/2,CJ,5154.24
424591773,MECHA EZETA WIDIA CORTA  3 MM,CJ,5210.34
450816528,MECHA EZETA CILINDRICA A/R  0.25 MM,PZ,5293.918506718
424588431,MAQ ZONTA RTO-GONIOMETRO,PZ,5316.278711228
424574520,PITON HO PUL ESCUAD  25 -  80 x  50,PZ,5348.42
450819474,ARGOLLA NIQUELADA 22 MM,PZ,5349.8
451301102,BISAGRA REVERSIBLE BCEADA 80x20x1.2,PZ,5373.78
424502015,CHAIRA BIASSONI RAYADA 10 - 254 MM,PZ,5385.94
450409184,PASADOR PUERTA MADERA 22x200 BCEADO,PZ,5428.397178307
45091152,ESPATULA S JUANA ENDUIR 180 MM,PZ,5450
424592460,MACHO TAP A/LAMINADO BSP 1/8 x 28,PZ,5493.28
424593813,MACHO URANGA A/ALEADO NC  3/8  x 16,PZ,5512
451305679,MECHA EZETA CILINDRICA A/R  0.35 MM,PZ,5557.5
424596189,PITON C/TOPE ESCUAD  BCE 21-70 x 50,PZ,5649.6
424596190,PITON C/TOPE ESCUAD  BCE 21-60 x 50,PZ,5649.6
424596191,PITON S/TOPE CERRADO BCE 14-20 x200,PZ,5649.6
424596192,PITON S/TOPE ABIERTO BCE 20-60 x 50,PZ,5649.6
424596193,PITON S/TOPE ABIERTO BCE 19-50 x 50,PZ,5649.6
424596194,PITON S/TOPE ABIERTO BCE 18-40 x100,PZ,5649.6
424596195,PITON S/TOPE ABIERTO BCE 17-35 x100,PZ,5649.6
424596196,PITON S/TOPE ABIERTO BCE 16-30 x200,PZ,5649.6
424596197,PITON S/TOPE ABIERTO BCE 15-25 x200,PZ,5649.6
424596198,PITON C/TOPE ESCUAD  BCE 23-80 x 25,PZ,5649.6
424573983,MECHA EZETA CILIND TITANIO  8.25 MM,CJ,5671.16
424589683,PERCHA PLAST AUTOADHESIVA GRANDE,PZ,5689.74
424573408,MECHA EZETA WIDIA LARGA 200  6 MM,PZ,5724.36
450409152,FRATACHO PINO 12 x 50 CM,PZ,5730.102797976
450409269,TEJ ROMBO MAGER 150x76x16x10 ML,PZ,5784.144867308
424594576,MACHO URANGA A/ALEADO BSPT 3/8 x 19,PZ,5816.8
450816220,BISAGRA 5005 PULIDA IMP  88 MM,PZ,5858.91
450409179,MACETA MADERA N.3,PZ,5864.194184494
450409182,PINCEL CERDA P/MECANICO N.3,PZ,5864.194184494
424594577,MACHO URANGA A/ALEADO BSPT 5/8 x 14,PZ,5869.6
422002125,CLAVO ESCUADRA PUL 18 -  40 x 100,PZ,5984.84
424596202,MECHA EZETA WIDIA LARGA 400 18 MM,CJ,6025.85
424593808,MACHO URANGA A/ALEADO NC    10 x 24,PZ,6038.33
450817485,MECHA EZETA COLA CONICA 47.75 MM,PZ,6040.57
451305350,HORM ALLEMANDI MIREX BOLSA 20x1  KG,PZ,6063.28
451305351,HORM ALLEMANDI MIREX BOLSA  4x5  KG,PZ,6063.28
451300637,CLAVO CAJ PULIDO 15- 50 x 30 KG,PZ,6137.9
422002187,CLAVO ESCUADRA PUL 16 -  40,PZ,6155.29
451305533,CINTA TEJ P/SILLON ROJO      x 100 MT,PZ,6172.15
450409168,CANILLA DUKE PVC ESF P/TAMBOR   1/2,PZ,6233.060696207
450409169,CANILLA DUKE PVC ESF P/TAMBOR   3/4,PZ,6233.060696207
451305466,PINTURA MATRA AEROSOL COBRE,PZ,6251
424573984,MECHA EZETA CILIND TITANIO  6.75 MM,CJ,6302.31
451301562,BISAGRA MOSQUERA HO EMPAVONADO,PZ,6309.9
451305352,HORM ALLEMANDI MIREX TARRO 24x200GR,PZ,6327
451305353,HORM ALLEMANDI LIQ  24 x  60 CM3,PZ,6327
450409264,TENDEDERO EXTENS 7 V  80 CM,PZ,6481.492600991
424599810,PITON HO PUL ESCUAD  24 -  80 x  50,PZ,6483.5
450409175,ABRAZ GALV CAÃ‘O ELECTRICIDAD 1 1/2,PZ,6487.995608894
450905987,ALAMB GDO A/R OVAL 16/14 INVENCIBLE,PZ,6508.4449176
424593807,MACHO URANGA A/ALEADO NC     8 x 32,PZ,6527.35
451301909,GANCHO J P/GALPON      1/4 x  60 MM,PZ,6535.9875
424588157,CLAVO ESPIRALADO FRACC  2,PZ,6542.6
424588158,CLAVO ESPIRALADO FRACC  3,PZ,6559.97
451404438,MAQ K-10 CORTA CERAMICO 33 CM,PZ,6587
450409170,CANILLA DUKE PVC ESF P/TAMBOR 1,PZ,6634.758861836
450816447,CLAVO ESCUADRA PUL 22 -  80 x  50,PZ,6800
450409171,PASADOR PUERTA MADERA 22x150 BCEADO,PZ,6835.895941615
450818670,BISAGRA REVERSIBLE PULIDA  2x 3x2.0,PZ,6925.62
424594578,MACHO URANGA A/ALEADO BSPT 1/2 x 14,PZ,6969.6
424572604,ALAMB REC NEGRO N.20 0.91 MM,PZ,6988.12
451305226,BISAGRA T 5 MODELO 522,PZ,7116.3
450409177,MACETA MADERA N.1,PZ,7152.462204634
450409172,PASADOR PUERTA MADERA 22x150 CINC,PZ,7304.870198074
450409173,ABRAZ GALV CAÃ‘O ELECTRICIDAD 2,PZ,7304.870198074
451301526,BARRETA SACACLAVOS 5/8  90 CM,PZ,7319.95
450819440,RIEL DOBLE NEGRO  3.00 MT,PZ,7333.92
450802743,PICO GHERARDI PALA-HACHA 102 MM,PZ,7473.4
424590524,MECHA EZETA CILIND TITANIO 11.50 MM,CJ,7550.4
450815480,CLAVO ACERO GALV 2.0 - 30 x 200,PZ,7592
450409265,TENDEDERO EXTENS 7 V  60 CM,PZ,7618.174779373
450409267,RIEL DOBLE NEGRO  2.50 MT,PZ,7618.174779373
450409268,RIEL DOBLE NEGRO  2.00 MT,PZ,7618.174779373
451305354,HORM ALLEMANDI LIQ  24 x 120 CM3,PZ,7718.18
451305355,HORM ALLEMANDI LIQ  12 x 250 CM3,PZ,7718.18
424573187,GANCHO CONTRA VIENTO 19 -  50 x 50,PZ,7814.3
424577278,CLAVO C/REDONDA 12-18,PZ,7822.37
451305221,ALAMBRE ESCOBERO N.20 0.91 MM,PZ,7836
451305682,MECHA EZETA CILINDRICA A/R  6.75 MM,PZ,7847.04
424583218,GANCHO CONTRA VIENTO 22 - 110 x 25,PZ,7952.88
451305589,TORNILLO TIRAFONDO GALV 1/4 x2 3/4,PZ,8002.8
451305590,CAÃ‘O HIDROCARBURO  4 -  8  x 50 MT,PZ,8002.8
451305591,CANDADO 606 65 MM,PZ,8002.8
450819115,MECHA EZETA CILINDRICA A/R 12.25 MM,PZ,8034.1
450409180,PINCEL CERDA P/MECANICO N.1,PZ,8062.187015064
451305588,CANDADO 606 50 MM,PZ,8062.64
450409185,GRAMPA PRENSA CABLE GALV   1/8,PZ,8108.957722046
424502295,CORREA SECCION A N.51,PZ,8204.63
451305219,MECHA EZETA CILINDRICA A/R  0.60 MM,PZ,8233.447562395
451305228,GRASERA MANO PICO HIDRAULICO   1 KG,PZ,8308.8
424589326,CLAVO ESPIRALADO 7      x 15 KG,PZ,8341.07
450815565,MECHA EZETA CILINDRICA A/R 15.00 MM,PZ,8341.44
451305230,GRASERA BALDE C/ALIMENTADOR 10 KG,PZ,8370.9
451305534,CINTA TEJ P/SILLON VERDE     x 100 MT,PZ,8377.1
450816433,ROLDANA CHAPA GALV 32 MM,PZ,8379.831591762
450409271,RIEL DOBLE NEGRO  0.50 MT,PZ,8407.929146487
450906027,MECHA EZETA CILINDRICA A/R  0.90 MM,PZ,8465.9
451301054,GANCHO J P/GALPON      1/4 x  70 MM,PZ,8470.08
450816281,CARCIMA 1018 PALITA ANCHA,PZ,8559.208725077
424593809,MACHO URANGA A/ALEADO NC    12 x 24,PZ,8628.2
450816450,CLAVO ESCUADRA PUL 23 -  60,PZ,8695.96
450814401,CADENA NUDO N. 8,PZ,8722.52
451305225,CABLE CORDON  1.5 MM 1 x  7 BOYERO,PZ,8829.9
451305231,GRASERA BALDE C/ALIMENTADOR  5 KG,PZ,8829.9
414010145,CLAVO ACERO GALV 1.7 - 25 x 400,PZ,8864.58
450805799,GANCHO J P/GALPON COMP 1/4 x  60 MM,PZ,8866.11
451305227,BISAGRA T 4 MODELO 521,PZ,8910
451305229,GRASERA MANO PICO HIDRAULICO 1/2 KG,PZ,8991
451300483,CLAVO ESPIRALADO 4      x 20 KG,PZ,9184.63
450818885,MECHA EZETA CILINDRICA A/R 10.75 MM,PZ,9437
450819441,AZADA FERCAS ALBAÃ‘IL C/OJO,PZ,9638.92
450400575,MECHA EZETA CILINDRICA A/R 15.50 MM,PZ,9775.71
450400583,ARCO SIERRA JUNIOR,PZ,9775.71
450400584,ARCO SIERRA EL ABUELO FIJO,PZ,9775.71
450400585,CABO P/MARTILLO LABRADO 0.30 MT,PZ,9775.71
450819642,MECHA EZETA COLA CONICA 42.50 MM,PZ,9817.9175
424588486,CLAVO ACERO ESC GALV 4.5 -110 x 50,PZ,10085.434244296
450409274,RIEL RTO-CORRED PLAST         x 100,PZ,10091.66396726
450819683,MECHA EZETA CILINDRICA A/R  7.50 MM,PZ,10096.62
450816310,BISAGRA 5005 PULIDA IMP  63 MM,PZ,10414.63
451305503,MACHO URANGA A/RAPIDO NC    12 x 24,PZ,10474.7
451305622,CAÃ‘O RIEGO GREEN   3/4 x 25 MT,PZ,10474.7
451305634,MACHO URANGA A/RAPIDO M 12 x 1.00,PZ,10474.7
424594575,MACHO URANGA A/RAPIDO BSP  3/4 x 14,PZ,10788.8
451305505,COLA X-36 P/MADERA DURA x 22 KG,PZ,11356.07
451305504,COLA X-36 P/MADERA DURA x  6 KG,PZ,11356.87
424520968,MACHO TAP A/LAMINADO NF  9/16 x 18,PZ,11500
424588625,MECHA BIASSONI P T E  1/2   LARGA,PZ,11978.54
424589700,CHAIRA BIASSONI LISA  6 - 152 MM,PZ,12110
451300366,MECHA EZETA COLA CONICA 47.50 MM,PZ,12144.07
450816454,GANCHO CONTRA VIENTO 27 - 170 x 10,PZ,12300
450409278,AZADA FERCAS CARPIR N.1  135 MM,PZ,12306.736930261
450819682,MECHA EZETA CILINDRICA A/R  7.75 MM,PZ,12375.71
450816387,CINTA EVEL 130 STANDARD    30 MT,PZ,12377.757242155
450816449,CLAVO ESCUADRA PUL 22 - 100,PZ,12519.68
450817507,CLAVO ALBAÃ‘IL P/MARCO T/CRUZ,PZ,12519.68
450409279,ACEITERA PLAST A FUELLE,PZ,12798.721666101
450409280,ACEITERA PLAST PICO RIGIDO 500 CM3,PZ,12798.721666101
450819684,MECHA EZETA CILINDRICA A/R  7.25 MM,PZ,13873.15
450906190,BISAGRA T 6 MODELO 523,PZ,14000
450817490,CINTA EVEL 150 STANDARD    50 MT,PZ,14341.141334191
424520925,MACHO TAP A/LAMINADO NF  5/8  x 18,PZ,14374.5
450818811,ESCARDILLO CORAZON Y 2 PUAS 59 MM,PZ,14500
450816361,CLAVO ESCUADRA PUL 20 -  50,PZ,15712.2
450819520,ARGOLLA NIQUELADA 20 MM,PZ,15829.6
451305683,MECHA EZETA CILINDRICA A/R  6.50 MM,PZ,16112.64
451301590,MECHA EZETA CILINDRICA A/R 17.50 MM,PZ,16471.43
451305684,MECHA EZETA CILINDRICA A/R 11.00 MM,PZ,16497.6
451301516,MECHA EZETA COLA CONICA 46.25 MM,PZ,16695.06
451301274,CADENA P/PERRO N.12 LARGO 1.40 MT,PZ,17490.3
450409082,MECHA EZETA CILINDRICA A/R 11.25 MM,PZ,17565.03
450819561,MECHA EZETA COLA CONICA 44.25 MM,PZ,17585.868800911
451408989,CLAVO ESPIRALADO FRACC  1 1/2,PZ,17616.018514714
424594156,MACHO URANGA A/ALEADO NC  9/16 x 12,PZ,17668.59
451404400,PITON HO PUL ESCUAD  22 -  50 x 100,PZ,17883.13
450817477,CINTA EVEL 205 PROFESIONAL  5 MT,PZ,18032.99
450810589,CLAVO ESCUADRA PUL 20 -  80,PZ,18200
424594305,BROCA MANUAL - MANGO BTU14 1/4,PZ,18502.59
451301367,BISAGRA 5005 PULIDA IMP  76 MM,PZ,19325.42
424594155,MACHO URANGA A/ALEADO NC  1/2  x 13,PZ,20251.43
450816480,GRAMPA COBREADA ANCHO  9 MM,PZ,20656.8
450816500,RIEL DOBLE NEGRO  1.50 MT,PZ,21905.43
424594154,MACHO URANGA A/ALEADO NC  7/16 x 14,PZ,22272.98
451301057,BISAGRA 5005 PULIDA IMP 101 MM,PZ,25183.6
450816360,CLAVO ESCUADRA PUL 20 -  40,PZ,27719.091
450819519,ARCO SIERRA EL ABUELO FIJ RTO-PERNO,PZ,27931.47
451305676,MECHA EZETA CILINDRICA A/R  7.00 MM,PZ,30466.8
451305216,CABLE CORDON  3.0 MM 1 x  7,PZ,32784.630620967
450817530,CLAVO C/CHATA 17-75,PZ,32850
450806325,MECHA EZETA COLA CONICA 48.50 MM,PZ,35839.59
450819643,AZADA FERCAS CARPIR N.2  145 MM,PZ,37127.997
424589323,CLAVO ESPIRALADO FRACC  7,PZ,37597
424595328,MACHO TAP A/LAMINADO NF  1/2  x 20,PZ,38289.9
450806302,CLAVO PUNTA PARIS 2 1/2  x 20 KG,PZ,38345.29
450815610,BRASERO FUNDICION RTO-REJA,PZ,38872.08
451301592,CLAVO PUNTA PARIS 3      x 20 KG,PZ,43639.6
450812497,CINTA EVEL 225 PROFESIONAL 25 MT,PZ,45734.41
424596531,PITON C/TOPE ESCUAD  BCE 19-50 x100,PZ,49855
450815618,BRASERO FUNDICION 3 PATAS N.11,PZ,51829.44
450817522,CLAVO PUNTA PARIS 2      x 20 KG,PZ,58240.351078716
451404444,GANCHO J P/GALPON      1/4 x  90 MM,PZ,60500
450815608,BISAGRA 5005 PULIDA IMP  38 MM,PZ,61428.5
450819644,ARANDELA FICHA BRONCEADA  7.0 MM,PZ,62931.572927467
450409263,ESPATULA S JUANA PINTOR 50 MM,PZ,68545.235852573
451305220,GRASERA BALDE C/ALIMENTADOR  3 KG,PZ,68944
424521439,MACHO URANGA A/ALEADO NF 1     x 12,KT,73552.5
450804267,PITON HO PUL ESCUAD  26 - 110 x  25,PZ,79354.11
450819256,GARRAFAS 2 KG,PZ,85721.449336252
451301879,CUCHARA ROBLE P/ALBAÃ‘IL N. 6,PZ,105000
451403892,PALA MAGER ANCHA     C/LARGO,PZ,130419.676704558
450816368,CLAVO ESCUADRA PUL 20 -  60 x 100,PZ,134442
450812019,PITON HO PUL ESCUAD  17 -  35 x 200,PZ,160895.09
451408981,GRAMPA P/CERCO  9-32 MM,PZ,203276.399074992
451408982,GRAMPA P/CERCO  8-45 MM,PZ,439603.508424183
