Inventory 1,,,,,,,,Inventory 2,,,,,,,,Inventory 3,,,,,,,,,,,,,,
Item,Description,Unit,Cost,,,,,Description,Item,Unit,Cost,,,,,Item,450701238,450818976,450818977,450800832,450801110,450800175,424582395,424570573,450812520,424504541,424572731,424560033,424562533,450802490
424561239,VENTOSA DE GOMA,PZ,511.97,,,,,VENTOSA DE GOMA,424561239,PZ,511.97,,,,,,,,,,,,,,,,,,,
450803605,TENDEDERO PIE PLEG 8 V ALAMB C/ALAS,PZ,514.2,,,,,TENDEDERO PIE PLEG 8 V ALAMB C/ALAS,450803605,PZ,514.2,,,,,,,,,,,,,,,,,,,
424573100,MECHA EZETA CILIND TITANIO 12.00 MM,PZ,514.43,,,,,MECHA EZETA CILIND TITANIO 12.00 MM,424573100,PZ,514.43,,,,,,,,,,,,,,,,,,,
424573151,RIEGO REGADOR 1V ACOPLE ESPIGA,PZ,515.58,,,,,RIEGO REGADOR 1V ACOPLE ESPIGA,424573151,PZ,515.58,,,,,,,,,,,,,,,,,,,
424570584,MECHA EZETA CILIND TITANIO  6.25 MM,PZ,515.84,,,,,MECHA EZETA CILIND TITANIO  6.25 MM,424570584,PZ,515.84,,,,,,,,,,,,,,,,,,,
451305618,CABEZAL P/CORTINA MOSQUERA  90 CM,PZ,516.8,,,,,CABEZAL P/CORTINA MOSQUERA  90 CM,451305618,PZ,516.8,,,,,,,,,,,,,,,,,,,
451305326,TORNILLO TIRAFONDO GALV 3/8 x1 1/2,PZ,518.7,,,,,TORNILLO TIRAFONDO GALV 3/8 x1 1/2,451305326,PZ,518.7,,,,,,,,,,,,,,,,,,,
450815994,ESCARDILLO CORAZON Y PALA 67 MM,PZ,519,,,,,ESCARDILLO CORAZON Y PALA 67 MM,450815994,PZ,519,,,,,,,,,,,,,,,,,,,
451305579,CANDADO 606 18 MM,PZ,520.22,,,,,CANDADO 606 18 MM,451305579,PZ,520.22,,,,,,,,,,,,,,,,,,,
451305580,CANDADO 606 25 MM,PZ,520.22,,,,,CANDADO 606 25 MM,451305580,PZ,520.22,,,,,,,,,,,,,,,,,,,
451305604,CANDADO 606 40MM JGO 12 PZS MAESTRO,PZ,520.22,,,,,CANDADO 606 40MM JGO 12 PZS MAESTRO,451305604,PZ,520.22,,,,,,,,,,,,,,,,,,,
450815487,LIJA AA COLORADO RUBI G.150 FIN,PZ,527.3,,,,,LIJA AA COLORADO RUBI G.150 FIN,450815487,PZ,527.3,,,,,,,,,,,,,,,,,,,
424593693,SOPAPA ACERO DE PILETA    50 MM,PZ,530.3,,,,,SOPAPA ACERO DE PILETA    50 MM,424593693,PZ,530.3,,,,,,,,,,,,,,,,,,,
424595577,AZADA GHERARDI CARPIR N.0,PZ,531.41,,,,,AZADA GHERARDI CARPIR N.0,424595577,PZ,531.41,,,,,,,,,,,,,,,,,,,
424588435,MAQ ZONTA RTO-PALANCA 33,PZ,531.627871123,,,,,MAQ ZONTA RTO-PALANCA 33,424588435,PZ,531.627871123,,,,,,,,,,,,,,,,,,,
450801968,CORREA SECCION O N.19,PZ,536.81,,,,,CORREA SECCION O N.19,450801968,PZ,536.81,,,,,,,,,,,,,,,,,,,
450819912,MECHA EZETA COLA CONICA 45.75 MM,PZ,538,,,,,MECHA EZETA COLA CONICA 45.75 MM,450819912,PZ,538,,,,,,,,,,,,,,,,,,,
450814069,ABRAZ AMERICANA 3012   130 - 145 MM,PZ,538.2,,,,,ABRAZ AMERICANA 3012   130 - 145 MM,450814069,PZ,538.2,,,,,,,,,,,,,,,,,,,
424564067,PITON HO PUL ESCUAD  20 -  50 x 100,PZ,540.54,,,,,PITON HO PUL ESCUAD  20 -  50 x 100,424564067,PZ,540.54,,,,,,,,,,,,,,,,,,,
451305267,TEJ ROMBO ACINDAR 180-63-12-10 ML,PZ,544.92,,,,,TEJ ROMBO ACINDAR 180-63-12-10 ML,451305267,PZ,544.92,,,,,,,,,,,,,,,,,,,
451305442,PINTURA MATRA AEROSOL BERMELLON,PZ,544.92,,,,,PINTURA MATRA AEROSOL BERMELLON,451305442,PZ,544.92,,,,,,,,,,,,,,,,,,,
451305443,PINTURA MATRA AEROSOL BLANCO,PZ,544.92,,,,,PINTURA MATRA AEROSOL BLANCO,451305443,PZ,544.92,,,,,,,,,,,,,,,,,,,
450817091,MECHA EZETA COLA CONICA 20.75 MM,PZ,549.12,,,,,MECHA EZETA COLA CONICA 20.75 MM,450817091,PZ,549.12,,,,,,,,,,,,,,,,,,,
424596566,CAÃ‘O CONDUIT GALV 1 1/4 x 6.40 MT,PZ,554.16,,,,,CAÃ‘O CONDUIT GALV 1 1/4 x 6.40 MT,424596566,PZ,554.16,,,,,,,,,,,,,,,,,,,
450814057,CLAVO C/CHATA 10-35,PZ,555.95,,,,,CLAVO C/CHATA 10-35,450814057,PZ,555.95,,,,,,,,,,,,,,,,,,,
450905093,MECHA EZETA CILINDRICA A/R 15.25 MM,PZ,557.44,,,,,MECHA EZETA CILINDRICA A/R 15.25 MM,450905093,PZ,557.44,,,,,,,,,,,,,,,,,,,
424573152,GUANTE LATEX P/CORTO 10 1/2,PZ,557.61,,,,,GUANTE LATEX P/CORTO 10 1/2,424573152,PZ,557.61,,,,,,,,,,,,,,,,,,,
450906087,ARGOLLA NIQUELADA 15 MM,PZ,560,,,,,ARGOLLA NIQUELADA 15 MM,450906087,PZ,560,,,,,,,,,,,,,,,,,,,
424566338,CAÃ‘O CONDUIT GALV   1/2 x 6.40 MT,CJ,561.5,,,,,CAÃ‘O CONDUIT GALV   1/2 x 6.40 MT,424566338,CJ,561.5,,,,,,,,,,,,,,,,,,,
424589579,MECHA EZETA CILINDRICA A/R 19.50 MM,PZ,561.79,,,,,MECHA EZETA CILINDRICA A/R 19.50 MM,424589579,PZ,561.79,,,,,,,,,,,,,,,,,,,
450817046,MECHA EZETA COLA CONICA 22.00 MM,PZ,562.21,,,,,MECHA EZETA COLA CONICA 22.00 MM,450817046,PZ,562.21,,,,,,,,,,,,,,,,,,,
424588135,CINTA EVEL 215 PROFESIONAL 15 MT,PZ,562.5,,,,,CINTA EVEL 215 PROFESIONAL 15 MT,424588135,PZ,562.5,,,,,,,,,,,,,,,,,,,
424570217,GANCHO CONTRA VIENTO 25 - 170 x 15,PZ,563.68,,,,,GANCHO CONTRA VIENTO 25 - 170 x 15,424570217,PZ,563.68,,,,,,,,,,,,,,,,,,,
424570218,GANCHO CONTRA VIENTO 24 - 180 x 15,PZ,563.68,,,,,GANCHO CONTRA VIENTO 24 - 180 x 15,424570218,PZ,563.68,,,,,,,,,,,,,,,,,,,
424588490,CLAVO ACERO GALV 1.7 - 25 x 200,PZ,563.88,,,,,CLAVO ACERO GALV 1.7 - 25 x 200,424588490,PZ,563.88,,,,,,,,,,,,,,,,,,,
450803637,BIS FICHA P/SOLD REF 100- 8   x 2.5,PZ,566.78,,,,,BIS FICHA P/SOLD REF 100- 8   x 2.5,450803637,PZ,566.78,,,,,,,,,,,,,,,,,,,
450815316,GUARDACABO GALV   3/16,PZ,567.48,,,,,GUARDACABO GALV   3/16,450815316,PZ,567.48,,,,,,,,,,,,,,,,,,,
424500055,CANDADO 606 TRABA PARA TELEFONO,PZ,567.7,,,,,CANDADO 606 TRABA PARA TELEFONO,424500055,PZ,567.7,,,,,,,,,,,,,,,,,,,
424580993,MECHA EZETA CILIND TITANIO  5.75 MM,CJ,568.26,,,,,MECHA EZETA CILIND TITANIO  5.75 MM,424580993,CJ,568.26,,,,,,,,,,,,,,,,,,,
424564898,BANDA AA TELA 100x610 O/A MAD G.120,PZ,568.4,,,,,BANDA AA TELA 100x610 O/A MAD G.120,424564898,PZ,568.4,,,,,,,,,,,,,,,,,,,
450409215,CURVA CHAPA GALV CORRUGADA 4 ANG 90,PZ,569.888392706,,,,,CURVA CHAPA GALV CORRUGADA 4 ANG 90,450409215,PZ,569.888392706,,,,,,,,,,,,,,,,,,,
450409216,PASADOR PUERTA CHAPA  22x200 CINC,PZ,569.888392706,,,,,PASADOR PUERTA CHAPA  22x200 CINC,450409216,PZ,569.888392706,,,,,,,,,,,,,,,,,,,
450811137,CLAVO ACERO ESC GALV 3.0 - 40 x100,PZ,569.92,,,,,CLAVO ACERO ESC GALV 3.0 - 40 x100,450811137,PZ,569.92,,,,,,,,,,,,,,,,,,,
450815773,CLAVO ESCUADRA PUL 25 - 120,PZ,569.92,,,,,CLAVO ESCUADRA PUL 25 - 120,450815773,PZ,569.92,,,,,,,,,,,,,,,,,,,
424588483,CLAVO ACERO ESC GALV 4.5 -120 x 50,PZ,570.623253296,,,,,CLAVO ACERO ESC GALV 4.5 -120 x 50,424588483,PZ,570.623253296,,,,,,,,,,,,,,,,,,,
424595639,BANDA AA TELA 100x620 O/A MAD G. 80,PZ,571.83,,,,,BANDA AA TELA 100x620 O/A MAD G. 80,424595639,PZ,571.83,,,,,,,,,,,,,,,,,,,
450815389,CLAVO ACERO ESC GALV 3.0 - 30 x100,PZ,573.3,,,,,CLAVO ACERO ESC GALV 3.0 - 30 x100,450815389,PZ,573.3,,,,,,,,,,,,,,,,,,,
424591405,AEROSOL PENETRIT 312 GRASA GRAF 180,PZ,576.31,,,,,AEROSOL PENETRIT 312 GRASA GRAF 180,424591405,PZ,576.31,,,,,,,,,,,,,,,,,,,
450409110,HORQUILLA GHERARDI 4 PUAS C/LARGO,PZ,576.339524703,,,,,HORQUILLA GHERARDI 4 PUAS C/LARGO,450409110,PZ,576.339524703,,,,,,,,,,,,,,,,,,,
450409111,HORQUILLA GHERARDI 5 PUAS C/CORTO,PZ,576.339524703,,,,,HORQUILLA GHERARDI 5 PUAS C/CORTO,450409111,PZ,576.339524703,,,,,,,,,,,,,,,,,,,
450812119,BROCA MANUAL - MANGO BTU36 3/16,PZ,578.28,,,,,BROCA MANUAL - MANGO BTU36 3/16,450812119,PZ,578.28,,,,,,,,,,,,,,,,,,,
450819595,GUARDACABO GALV   9/16,PZ,580.96,,,,,GUARDACABO GALV   9/16,450819595,PZ,580.96,,,,,,,,,,,,,,,,,,,
424564412,CLAVO C/CHATA  6-12,PZ,581.94,,,,,CLAVO C/CHATA  6-12,424564412,PZ,581.94,,,,,,,,,,,,,,,,,,,
424580483,MECHA EZETA WIDIA CORTA  5 MM,PZ,582.94,,,,,MECHA EZETA WIDIA CORTA  5 MM,424580483,PZ,582.94,,,,,,,,,,,,,,,,,,,
424565501,BANDA AA TELA 100x610 O/A MAD G.100,PZ,583.6,,,,,BANDA AA TELA 100x610 O/A MAD G.100,424565501,PZ,583.6,,,,,,,,,,,,,,,,,,,
451301147,ARGOLLA NIQUELADA 18 MM,PZ,585.1,,,,,ARGOLLA NIQUELADA 18 MM,451301147,PZ,585.1,,,,,,,,,,,,,,,,,,,
450803638,TENSOR ACERO GALV IMP  9/16,PZ,585.99,,,,,TENSOR ACERO GALV IMP  9/16,450803638,PZ,585.99,,,,,,,,,,,,,,,,,,,
450409217,PASADOR PUERTA CHAPA  22x180 CINC,PZ,586.246620271,,,,,PASADOR PUERTA CHAPA  22x180 CINC,450409217,PZ,586.246620271,,,,,,,,,,,,,,,,,,,
450409218,RODILLO P/CEMENTISTA 170 MM,PZ,586.246620271,,,,,RODILLO P/CEMENTISTA 170 MM,450409218,PZ,586.246620271,,,,,,,,,,,,,,,,,,,
450409246,ESQUINERO ANG CROM   76 x  76 MM,PZ,586.8226142,,,,,ESQUINERO ANG CROM   76 x  76 MM,450409246,PZ,586.8226142,,,,,,,,,,,,,,,,,,,
450409247,ESQUINERO ANG CROM   64 x  64 MM,PZ,586.8226142,,,,,ESQUINERO ANG CROM   64 x  64 MM,450409247,PZ,586.8226142,,,,,,,,,,,,,,,,,,,
450409248,ESQUINERO ANG CROM   25 x  25 MM,PZ,586.8226142,,,,,ESQUINERO ANG CROM   25 x  25 MM,450409248,PZ,586.8226142,,,,,,,,,,,,,,,,,,,
450802565,SELLADOR S-28 SILIC BLANCO 300 GR,PZ,588.12,,,,,SELLADOR S-28 SILIC BLANCO 300 GR,450802565,PZ,588.12,,,,,,,,,,,,,,,,,,,
451305540,CINTA PVC P/SILLON NARANJA  x 50 MT,PZ,590.52,,,,,CINTA PVC P/SILLON NARANJA  x 50 MT,451305540,PZ,590.52,,,,,,,,,,,,,,,,,,,
451305630,CANILLA MET SIMPLE P/LAVARROPA 1/2,PZ,590.52,,,,,CANILLA MET SIMPLE P/LAVARROPA 1/2,451305630,PZ,590.52,,,,,,,,,,,,,,,,,,,
450803885,GRAMPA P/CORREA N.65,PZ,591.76,,,,,GRAMPA P/CORREA N.65,450803885,PZ,591.76,,,,,,,,,,,,,,,,,,,
422000808,MAQ ZONTA PERFORADORA PARA TALADRO,CJ,594.77,,,,,MAQ ZONTA PERFORADORA PARA TALADRO,422000808,CJ,594.77,,,,,,,,,,,,,,,,,,,
450815468,GANCHO J P/GALPON COMP 1/4 x  80 MM,PZ,602.04,,,,,GANCHO J P/GALPON COMP 1/4 x  80 MM,450815468,PZ,602.04,,,,,,,,,,,,,,,,,,,
450803724,CLAVO ACERO ESC GALV 3.5 - 50 x100,PZ,607.36,,,,,CLAVO ACERO ESC GALV 3.5 - 50 x100,450803724,PZ,607.36,,,,,,,,,,,,,,,,,,,
451305521,COLA W-3 RESISTENTE AL AGUA x  6 KG,PZ,607.62,,,,,COLA W-3 RESISTENTE AL AGUA x  6 KG,451305521,PZ,607.62,,,,,,,,,,,,,,,,,,,
451305551,CEMENTO 81 DE CONTACTO  x 18     LT,PZ,607.62,,,,,CEMENTO 81 DE CONTACTO  x 18     LT,451305551,PZ,607.62,,,,,,,,,,,,,,,,,,,
450303138,MECHA EZETA CILIND TITANIO  7.00 MM,PZ,608.49,,,,,MECHA EZETA CILIND TITANIO  7.00 MM,450303138,PZ,608.49,,,,,,,,,,,,,,,,,,,
424572202,MECHA EZETA DE CENTRAR 2.00 MM,PZ,610.76,,,,,MECHA EZETA DE CENTRAR 2.00 MM,424572202,PZ,610.76,,,,,,,,,,,,,,,,,,,
450812987,MECHA EZETA WIDIA BOSCH 18 x 300 MM,PZ,612.03,,,,,MECHA EZETA WIDIA BOSCH 18 x 300 MM,450812987,PZ,612.03,,,,,,,,,,,,,,,,,,,
424573287,CARCIMA 1004 JARDIN 3 PIEZAS,PZ,618.8,,,,,CARCIMA 1004 JARDIN 3 PIEZAS,424573287,PZ,618.8,,,,,,,,,,,,,,,,,,,
424570095,HILO CHORICERO 10 x 100 GR,PZ,622.8,,,,,HILO CHORICERO 10 x 100 GR,424570095,PZ,622.8,,,,,,,,,,,,,,,,,,,
424572390,MECHA EZETA WIDIA CORTA 12 MM,PZ,622.8,,,,,MECHA EZETA WIDIA CORTA 12 MM,424572390,PZ,622.8,,,,,,,,,,,,,,,,,,,
451102176,AEROSOL PENETRIT 802 GRAF SPRAY 115,PZ,630.85,,,,,AEROSOL PENETRIT 802 GRAF SPRAY 115,451102176,PZ,630.85,,,,,,,,,,,,,,,,,,,
451305536,CINTA TEJ P/SILLON VIOLETA   x 100 MT,PZ,631.37,,,,,CINTA TEJ P/SILLON VIOLETA   x 100 MT,451305536,PZ,631.37,,,,,,,,,,,,,,,,,,,
451305537,CINTA PVC P/SILLON AMARILLO x 50 MT,PZ,631.37,,,,,CINTA PVC P/SILLON AMARILLO x 50 MT,451305537,PZ,631.37,,,,,,,,,,,,,,,,,,,
451305538,CINTA PVC P/SILLON AZUL     x 50 MT,PZ,631.37,,,,,CINTA PVC P/SILLON AZUL     x 50 MT,451305538,PZ,631.37,,,,,,,,,,,,,,,,,,,
451305539,CINTA PVC P/SILLON BLANCO   x 50 MT,PZ,631.37,,,,,CINTA PVC P/SILLON BLANCO   x 50 MT,451305539,PZ,631.37,,,,,,,,,,,,,,,,,,,
451305573,CAÃ‘O RIEGO BLUE   1/2 x 25 MT,PZ,632.51,,,,,CAÃ‘O RIEGO BLUE   1/2 x 25 MT,451305573,PZ,632.51,,,,,,,,,,,,,,,,,,,
451305575,CAÃ‘O RIEGO BLUE   3/4 x 25 MT,PZ,632.51,,,,,CAÃ‘O RIEGO BLUE   3/4 x 25 MT,451305575,PZ,632.51,,,,,,,,,,,,,,,,,,,
451305576,CAÃ‘O RIEGO BLUE   3/4 x 50 MT,PZ,632.51,,,,,CAÃ‘O RIEGO BLUE   3/4 x 50 MT,451305576,PZ,632.51,,,,,,,,,,,,,,,,,,,
451305444,PINTURA MATRA AEROSOL BLANCO MATE,PZ,635.74,,,,,PINTURA MATRA AEROSOL BLANCO MATE,451305444,PZ,635.74,,,,,,,,,,,,,,,,,,,
451305445,PINTURA MATRA AEROSOL CELESTE,PZ,635.74,,,,,PINTURA MATRA AEROSOL CELESTE,451305445,PZ,635.74,,,,,,,,,,,,,,,,,,,
450812990,CLAVO ESCUADRA PUL 21 -  80,PZ,641.77,,,,,CLAVO ESCUADRA PUL 21 -  80,450812990,PZ,641.77,,,,,,,,,,,,,,,,,,,
450805138,NIVEL EVEL ALUMINIO  45 CM,PZ,642.72,,,,,NIVEL EVEL ALUMINIO  45 CM,450805138,PZ,642.72,,,,,,,,,,,,,,,,,,,
450409234,LEBRILLO CHAPA GALV REF N.16  18 LT,PZ,643.385217963,,,,,LEBRILLO CHAPA GALV REF N.16  18 LT,450409234,PZ,643.385217963,,,,,,,,,,,,,,,,,,,
450409235,PALA GHERARDI POCERA C/HIERRO,PZ,643.385217963,,,,,PALA GHERARDI POCERA C/HIERRO,450409235,PZ,643.385217963,,,,,,,,,,,,,,,,,,,
450409236,ESPATULA S JUANA ENDUIR 200 MM,PZ,643.385217963,,,,,ESPATULA S JUANA ENDUIR 200 MM,450409236,PZ,643.385217963,,,,,,,,,,,,,,,,,,,
450409237,ESPATULA S JUANA ENDUIR 220 MM,PZ,643.385217963,,,,,ESPATULA S JUANA ENDUIR 220 MM,450409237,PZ,643.385217963,,,,,,,,,,,,,,,,,,,
450409238,ABRAZ GALV CAÃ‘O ELECTRICIDAD 1 1/4,PZ,643.385217963,,,,,ABRAZ GALV CAÃ‘O ELECTRICIDAD 1 1/4,450409238,PZ,643.385217963,,,,,,,,,,,,,,,,,,,
450409239,ABRAZ GALV CAÃ‘O ELECTRICIDAD 1,PZ,643.385217963,,,,,ABRAZ GALV CAÃ‘O ELECTRICIDAD 1,450409239,PZ,643.385217963,,,,,,,,,,,,,,,,,,,
450409240,ABRAZ GALV CAÃ‘O ELECTRICIDAD   7/8,PZ,643.385217963,,,,,ABRAZ GALV CAÃ‘O ELECTRICIDAD   7/8,450409240,PZ,643.385217963,,,,,,,,,,,,,,,,,,,
450409241,ABRAZ GALV CAÃ‘O ELECTRICIDAD   3/4,PZ,643.385217963,,,,,ABRAZ GALV CAÃ‘O ELECTRICIDAD   3/4,450409241,PZ,643.385217963,,,,,,,,,,,,,,,,,,,
450409242,ABRAZ GALV CAÃ‘O ELECTRICIDAD   5/8,PZ,643.385217963,,,,,ABRAZ GALV CAÃ‘O ELECTRICIDAD   5/8,450409242,PZ,643.385217963,,,,,,,,,,,,,,,,,,,
424574046,GANCHO ESTIRA TEJ GALV 5/16 x  7,PZ,645.84,,,,,GANCHO ESTIRA TEJ GALV 5/16 x  7,424574046,PZ,645.84,,,,,,,,,,,,,,,,,,,
450400733,GANCHO CONTRA VIENTO 24 - 140 x 15,PZ,648.96,,,,,GANCHO CONTRA VIENTO 24 - 140 x 15,450400733,PZ,648.96,,,,,,,,,,,,,,,,,,,
451305636,CAÃ‘O RIEGO GREEN   1/2 x 50 MT,PZ,650.18,,,,,CAÃ‘O RIEGO GREEN   1/2 x 50 MT,451305636,PZ,650.18,,,,,,,,,,,,,,,,,,,
450905468,RIEL RTO-TOPE PLAST 1 TIRAJE  x  10,PZ,653.11,,,,,RIEL RTO-TOPE PLAST 1 TIRAJE  x  10,450905468,PZ,653.11,,,,,,,,,,,,,,,,,,,
450812373,CORTINA P/BAÃ‘O RTO-PROTECT CELESTE,PZ,654.99,,,,,CORTINA P/BAÃ‘O RTO-PROTECT CELESTE,450812373,PZ,654.99,,,,,,,,,,,,,,,,,,,
450802576,ABRAZ AMERICANA 3007    70 -  85 MM,PZ,655.04,,,,,ABRAZ AMERICANA 3007    70 -  85 MM,450802576,PZ,655.04,,,,,,,,,,,,,,,,,,,
450815815,MECHA EZETA COLA CONICA 48.75 MM,PZ,656.24,,,,,MECHA EZETA COLA CONICA 48.75 MM,450815815,PZ,656.24,,,,,,,,,,,,,,,,,,,
451305446,PINTURA MATRA AEROSOL CREMA,PZ,658.73,,,,,PINTURA MATRA AEROSOL CREMA,451305446,PZ,658.73,,,,,,,,,,,,,,,,,,,
424593566,CABLE CORDON  3.0 MM 1 x 19,PZ,665,,,,,CABLE CORDON  3.0 MM 1 x 19,424593566,PZ,665,,,,,,,,,,,,,,,,,,,
424593567,CABLE CORDON  3.5 MM 1 x 19,PZ,665,,,,,CABLE CORDON  3.5 MM 1 x 19,424593567,PZ,665,,,,,,,,,,,,,,,,,,,
424593568,CABLE CORDON  4.0 MM 1 x 19,PZ,665,,,,,CABLE CORDON  4.0 MM 1 x 19,424593568,PZ,665,,,,,,,,,,,,,,,,,,,
450800955,MECHA EZETA COLA CONICA 33.75 MM,PZ,665.6,,,,,MECHA EZETA COLA CONICA 33.75 MM,450800955,PZ,665.6,,,,,,,,,,,,,,,,,,,
424581100,MECHA EZETA CILIND TITANIO  4.25 MM,PZ,680.1,,,,,MECHA EZETA CILIND TITANIO  4.25 MM,424581100,PZ,680.1,,,,,,,,,,,,,,,,,,,
451305323,TORNILLO TIRAFONDO GALV 5/16x5 1/2,PZ,681.34,,,,,TORNILLO TIRAFONDO GALV 5/16x5 1/2,451305323,PZ,681.34,,,,,,,,,,,,,,,,,,,
451305438,PINTURA MATRA AEROSOL AMARILLO MEDIO,PZ,683.62,,,,,PINTURA MATRA AEROSOL AMARILLO MEDIO,451305438,PZ,683.62,,,,,,,,,,,,,,,,,,,
451305439,PINTURA MATRA AEROSOL AZUL MARINO,PZ,683.62,,,,,PINTURA MATRA AEROSOL AZUL MARINO,451305439,PZ,683.62,,,,,,,,,,,,,,,,,,,
451305312,TORNILLO TIRAFONDO GALV 5/16x1 3/4,PZ,689.89,,,,,TORNILLO TIRAFONDO GALV 5/16x1 3/4,451305312,PZ,689.89,,,,,,,,,,,,,,,,,,,
451305313,TORNILLO TIRAFONDO GALV 5/16x2,PZ,689.89,,,,,TORNILLO TIRAFONDO GALV 5/16x2,451305313,PZ,689.89,,,,,,,,,,,,,,,,,,,
451305314,TORNILLO TIRAFONDO GALV 5/16x2 1/4,PZ,689.89,,,,,TORNILLO TIRAFONDO GALV 5/16x2 1/4,451305314,PZ,689.89,,,,,,,,,,,,,,,,,,,
451305315,TORNILLO TIRAFONDO GALV 5/16x2 1/2,PZ,689.89,,,,,TORNILLO TIRAFONDO GALV 5/16x2 1/2,451305315,PZ,689.89,,,,,,,,,,,,,,,,,,,
451100003,AEROSOL PENETRIT 311 GRASA LIT  180,PZ,698.85,,,,,AEROSOL PENETRIT 311 GRASA LIT  180,451100003,PZ,698.85,,,,,,,,,,,,,,,,,,,
450818533,CINTA EVEL 220 PROFESIONAL 20 MT,PZ,700,,,,,CINTA EVEL 220 PROFESIONAL 20 MT,450818533,PZ,700,,,,,,,,,,,,,,,,,,,
424594393,MACHO TAP A/LAMINADO NF   10  x 32,PZ,700.5,,,,,MACHO TAP A/LAMINADO NF   10  x 32,424594393,PZ,700.5,,,,,,,,,,,,,,,,,,,
424590303,CLAVO C/REDONDA 12-20,PZ,706.15,,,,,CLAVO C/REDONDA 12-20,424590303,PZ,706.15,,,,,,,,,,,,,,,,,,,
424580487,MECHA EZETA WIDIA CORTA 18 MM,CJ,716.22,,,,,MECHA EZETA WIDIA CORTA 18 MM,424580487,CJ,716.22,,,,,,,,,,,,,,,,,,,
424564981,MECHA EZETA WIDIA LARGA 400 12 MM,PZ,722.03,,,,,MECHA EZETA WIDIA LARGA 400 12 MM,424564981,PZ,722.03,,,,,,,,,,,,,,,,,,,
451305457,CEMENTO 81 DE CONTACTO  x  4     LT,PZ,726.94,,,,,CEMENTO 81 DE CONTACTO  x  4     LT,451305457,PZ,726.94,,,,,,,,,,,,,,,,,,,
451305574,CAÃ‘O RIEGO BLUE   1/2 x 50 MT,PZ,726.94,,,,,CAÃ‘O RIEGO BLUE   1/2 x 50 MT,451305574,PZ,726.94,,,,,,,,,,,,,,,,,,,
424566108,GRAMPA PRENSA CABLE GALV   3/16,PZ,734.61,,,,,GRAMPA PRENSA CABLE GALV   3/16,424566108,PZ,734.61,,,,,,,,,,,,,,,,,,,
424594249,MACHO URANGA A/ALEADO M 10 x 1.00,PZ,735,,,,,MACHO URANGA A/ALEADO M 10 x 1.00,424594249,PZ,735,,,,,,,,,,,,,,,,,,,
424564417,BANDA AA TELA 100x610 O/A MAD G. 50,PZ,735.84,,,,,BANDA AA TELA 100x610 O/A MAD G. 50,424564417,PZ,735.84,,,,,,,,,,,,,,,,,,,
450811235,GRAMPA P/CAJONERO 12-16,PZ,749.77,,,,,GRAMPA P/CAJONERO 12-16,450811235,PZ,749.77,,,,,,,,,,,,,,,,,,,
450600365,TELA MOSQ ALUM UNIV 0.82 x 30.0 MT,PQ,749.86,,,,,TELA MOSQ ALUM UNIV 0.82 x 30.0 MT,450600365,PQ,749.86,,,,,,,,,,,,,,,,,,,
450409233,ANTIPARRA CAJA ENTERA  C/VENT ELEV,PZ,767.6847077,,,,,ANTIPARRA CAJA ENTERA  C/VENT ELEV,450409233,PZ,767.6847077,,,,,,,,,,,,,,,,,,,
424588706,CLAVO CAJ PULIDO FRACC  18-100,PZ,773.5,,,,,CLAVO CAJ PULIDO FRACC  18-100,424588706,PZ,773.5,,,,,,,,,,,,,,,,,,,
450925376,BARRAL 0.40MT C/LLAVE GARRAFA 10 KG,PZ,775.76,,,,,BARRAL 0.40MT C/LLAVE GARRAFA 10 KG,450925376,PZ,775.76,,,,,,,,,,,,,,,,,,,
424589580,MECHA EZETA CILINDRICA A/R 19.75 MM,PZ,776.96,,,,,MECHA EZETA CILINDRICA A/R 19.75 MM,424589580,PZ,776.96,,,,,,,,,,,,,,,,,,,
424589581,MECHA EZETA CILINDRICA A/R 17.25 MM,PZ,776.96,,,,,MECHA EZETA CILINDRICA A/R 17.25 MM,424589581,PZ,776.96,,,,,,,,,,,,,,,,,,,
450400581,SOPORTE ANGULO P/RIEL T/AMER LARGO,PZ,778.08,,,,,SOPORTE ANGULO P/RIEL T/AMER LARGO,450400581,PZ,778.08,,,,,,,,,,,,,,,,,,,
424589588,MECHA EZETA CILINDRICA A/R 16.50 MM,PZ,780,,,,,MECHA EZETA CILINDRICA A/R 16.50 MM,424589588,PZ,780,,,,,,,,,,,,,,,,,,,
450904964,BISAGRA T/1842 25 MM,PZ,784.21,,,,,BISAGRA T/1842 25 MM,450904964,PZ,784.21,,,,,,,,,,,,,,,,,,,
451404407,PITON HO PUL ESCUAD  22 -  60 x 100,PZ,787.11,,,,,PITON HO PUL ESCUAD  22 -  60 x 100,451404407,PZ,787.11,,,,,,,,,,,,,,,,,,,
450409128,ESTAÃ‘O ALAMBRE C/RESINA 40% x 1 KG,PZ,787.498898835,,,,,ESTAÃ‘O ALAMBRE C/RESINA 40% x 1 KG,450409128,PZ,787.498898835,,,,,,,,,,,,,,,,,,,
450409129,ESTAÃ‘O ALAMBRE C/RESINA 50% x 1 KG,PZ,787.498898835,,,,,ESTAÃ‘O ALAMBRE C/RESINA 50% x 1 KG,450409129,PZ,787.498898835,,,,,,,,,,,,,,,,,,,
450409130,ESTAÃ‘O ALAMBRE C/RESINA 40% x 10 U,PZ,787.498898835,,,,,ESTAÃ‘O ALAMBRE C/RESINA 40% x 10 U,450409130,PZ,787.498898835,,,,,,,,,,,,,,,,,,,
